Room type,Name,Descriptions,Rating,Price
Entire condominium (condo) in Kuala Lumpur,Roomy' business WFH (provide early check in)#2,"4 guests, Studio, 3 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.62,$23 per night
Entire condominium (condo) in Kuala Lumpur,KLCC NetflixWifi cozy studio Gleneagles embassy,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$16 per night
Entire rental unit in Kuala Lumpur,Dorsett. Rooftop pool. Pavilion.1R1B #D7.1,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.5,$29 per night
Entire rental unit in Kuala Lumpur,Bali Style Teak Wood Furniture 1BR w Infinity Pool,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.82,$21 per night
Entire rental unit in Kuala Lumpur,Designer Apt w/ Amazing Balcony @ Bukit Bintang,"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Self check-in",4.71,$16 per night
Entire condominium (condo) in Kuala Lumpur,KLCC ALG Suite LEISURE 1-BD @ Arte+ Jalan Ampang,"2 guests, 1 bedroom, 1 bed, 2 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.52,$21 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestLust@The Robertson KL KLCC View Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.83,$37 per night
Entire serviced apartment in Kuala Lumpur,Professional Suite★Sanitised ★ Wifi Netflix Ready,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.67,$19 per night
Entire serviced apartment in Kuala Lumpur,Monyhly Package / Ceylonz Suites,"2 guests, 1 bedroom, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",,$11 per night
Entire loft in Kuala Lumpur,KS01 -Truly Bright & Stylist Room in Bukit Bintang,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.45,$10 per night
Entire rental unit in Kuala Lumpur,Sipping Afternoon Tea in the Relaxing Touches,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.8,$22 per night
Entire rental unit in Kuala Lumpur,"Comfort, Modern Design Studio/KLCC Infinity Pool","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.91,$14 per night
Entire rental unit in Kuala Lumpur,Business suites with high speed internet,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.71,$35 per night
Entire serviced apartment in Kuala Lumpur,"Roomy' cozy suite k5 @one bukit ceylon, pavillion","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.71,$24 per night
Entire rental unit in Kuala Lumpur,Bold Modernism with Simplicity Lifestyle,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$24 per night
Entire rental unit in Kuala Lumpur,Retro Glam under The Starry Light,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.9,$24 per night
,,,,
Entire condominium (condo) in Kuala Lumpur,WhiteForestPiazza@The Robertson- Balcony- Netflix,"6 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.89,$38 per night
Entire rental unit in Kuala Lumpur,Urban Resort Studio Apt (New) | 3mins Walk to KLCC,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",5.0,$29 per night
Entire rental unit in Kuala Lumpur,#53 2BInfinityPoolLuxSuite#KLCCVIEW#1MinWalkKLCC,"4 guests, 2 bedrooms, 4 beds, 2 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$43 per night
Entire condominium (condo) in Kuala Lumpur,Designer 1BR Ensuite in City Center Kuala Lumpur,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$32 per night
Entire rental unit in Kuala Lumpur,Relive Your Childhood Dreams,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.67,$21 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL 1BR High Speed internet,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.95,$42 per night
Entire serviced apartment in Kuala Lumpur,"Next to KL Tower, Free Shuttle Bus and Netflix","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.75,$19 per night
Entire rental unit in Kuala Lumpur,Embrace Nature in Modern Studio with Infinity Pool,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$26 per night
Entire condominium (condo) in Federal Territory of Kuala Lumpur,Wake Up in KLCC View,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.78,$22 per night
Entire rental unit in Kuala Lumpur,Calming in Zen Minimalist Studio & Infinity Pool,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$23 per night
Entire serviced apartment in Kuala Lumpur,Work From Ceylonz Suite . 9AM-7PM Only RM75 ★ T&C,"2 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.69,$18 per night
Entire rental unit in Kuala Lumpur,"Comfy, Modern Design Suite/KLCC Infinity Pool","4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.81,$14 per night
Private room in Federal Territory of Kuala Lumpur,(A) Individual room with KLCC view & Infinity Pool,"2 guests, 1 bedroom, 1 bed, 1 private bath, Wifi, Air conditioning, Kitchen, Self check-in",4.86,$15 per night
Entire rental unit in Kuala Lumpur,Dorsett.Rooftop Pool.Pavilion KLCC 1R1B  #D3,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.39,$29 per night
Entire rental unit in Kuala Lumpur,【Sanitized】✦KL City✦Peace✦Couple suites✦InfiPool,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$18 per night
Entire condominium (condo) in Kuala Lumpur,"Roomy' cozy suite k3 @one bukit ceylon, pavillion","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.62,$23 per night
Entire condominium (condo) in Kuala Lumpur,"Infinity Sky Pool Near KLCC ,1BR,180 Panorama View","2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.97,$27 per night
Entire rental unit in Kuala Lumpur,Meaningful Life with A Box of Crayons,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.5,$22 per night
Entire condominium (condo) in Kuala Lumpur,One Bedroom Apartment in the Heart of KL City,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.89,$24 per night
Entire serviced apartment in Kuala Lumpur,#SANITISED#KLCCVIEW#HighFloor#InfinityPool#YAJU4,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$34 per night
,,,,
Private room in Federal Territory of Kuala Lumpur,(A) Individual room with KLCC view & Infinity Pool,"2 guests, 1 bedroom, 1 bed, 1 private bath, Wifi, Air conditioning, Kitchen, Self check-in",4.86,$15 per night
Entire rental unit in Kuala Lumpur,Dorsett.Rooftop Pool.Pavilion KLCC 1R1B  #D3,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.39,$29 per night
Entire rental unit in Kuala Lumpur,【Sanitized】✦KL City✦Peace✦Couple suites✦InfiPool,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$18 per night
Entire condominium (condo) in Kuala Lumpur,"Roomy' cozy suite k3 @one bukit ceylon, pavillion","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.62,$23 per night
Entire condominium (condo) in Kuala Lumpur,"Infinity Sky Pool Near KLCC ,1BR,180 Panorama View","2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.97,$27 per night
Entire rental unit in Kuala Lumpur,Meaningful Life with A Box of Crayons,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.5,$22 per night
Entire condominium (condo) in Kuala Lumpur,One Bedroom Apartment in the Heart of KL City,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.89,$24 per night
Entire serviced apartment in Kuala Lumpur,#SANITISED#KLCCVIEW#HighFloor#InfinityPool#YAJU4,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$34 per night
Entire rental unit in Kuala Lumpur,2 ★ PWTC ★ Internet 500MB/s ★ Washer★ Netflix,"5 guests, Studio, 4 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$17 per night
Entire serviced apartment in Kuala Lumpur,"Cozy Studio, 10 mins walk to KLCC + WIFI + NETFLIX","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.8,$23 per night
Entire rental unit in Kuala Lumpur,W2 The Robertson 1R1B Bukit Bintang KL,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.94,$36 per night
Entire rental unit in Kuala Lumpur,Fancy studio at KLCC,"3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.94,$21 per night
Entire rental unit in Kuala Lumpur,5★PWTC★Internet 500MB/s★Washer+Dryer★Netflix,"5 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.83,$20 per night
Entire rental unit in Kuala Lumpur,KS03 -Truly Bright & Stylist Room in Bukit Bintang,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.61,$10 per night
Entire rental unit in Kuala Lumpur,*Modern Interior Design@Summer Suites KL,"2 guests, Studio, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen",4.7,$21 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestPixels-Balcony KLTower&KLCC View-2 Qbed,"6 guests, 1 bedroom, 3 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.82,$39 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL 1BR High Speed internet,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.54,$43 per night
Entire rental unit in Kuala Lumpur,Superb Infinity Pool at Regalia Kuala Lumpur,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.8,$31 per night
Entire serviced apartment in Kuala Lumpur,"Level 36 SkyPool, Ceylon Bukit Bintang, FiveSenses","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",,$19 per night
Entire rental unit in Kuala Lumpur,Timeless Elegance Speaks A Sense of Dignity,"3 guests, 1 bedroom, 2 beds, 2 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.95,$26 per night
,,,,
Entire serviced apartment in Kuala Lumpur,Monyhly Package / Ceylonz Suites,"2 guests, 1 bedroom, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",,$11 per night
Entire serviced apartment in Kuala Lumpur,Professional Suite★Sanitised ★ Wifi Netflix Ready,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.67,$19 per night
Entire loft in Kuala Lumpur,KS01 -Truly Bright & Stylist Room in Bukit Bintang,"3 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Self check-in",4.45,$10 per night
Entire rental unit in Kuala Lumpur,Sipping Afternoon Tea in the Relaxing Touches,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.8,$21 per night
Entire serviced apartment in Kuala Lumpur,"Roomy' cozy suite k5 @one bukit ceylon, pavillion","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.71,$24 per night
Entire condominium (condo) in Kuala Lumpur,Cozy Studio [Netflix] near KLCC and Subway,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.8,$26 per night
Entire rental unit in Kuala Lumpur,Business suites with high speed internet,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.71,$35 per night
Entire serviced apartment in Kuala Lumpur,Robertson Suite Bukit Bintang,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.81,$18 per night
Entire serviced apartment in Kuala Lumpur,"Roomy' cozy suite k8 @one bukit ceylon, pavillion","3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.74,$23 per night
Entire rental unit in Kuala Lumpur,Bold Modernism with Simplicity Lifestyle,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$25 per night
Entire rental unit in Kuala Lumpur,#53F>InfinityPool.LuxSuite#KLCCVIEW#1MinWalkKLCC,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$34 per night
Entire rental unit in Kuala Lumpur,"#28 Swiss Garden 1R1B,BALCONY Bukit Bintang S2503A","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$26 per night
Entire condominium (condo) in Kuala Lumpur,W9 The Robertson 1B1R Bukit Bintang  KL (Balcony),"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.75,$31 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL - Studio 3,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$38 per night
Entire rental unit in Kuala Lumpur,Beautiful 1BR I Staycation I KLCC I WIFI I LRT,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.72,$42 per night
Entire rental unit in Kuala Lumpur,"Comfort, Modern Design Studio/KLCC Infinity Pool","2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.91,$14 per night
Entire rental unit in Kuala Lumpur,W3 The Robertson 1R1B Bukit Bintang KL High Floor,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.92,$27 per night
Entire rental unit in Kuala Lumpur,"CozyHome #6, [Netflix], 1 Bedroom, 350m to KLCC","6 guests, 1 bedroom, 3 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.7,$17 per night
Entire condominium (condo) in Kuala Lumpur,Brand New Modern 1BR Designer Suite KL City Center,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.69,$32 per night
Entire serviced apartment in Kuala Lumpur,Ceylonz★Bukit Bintang★Changkat ★KLCC View★ Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.68,$29 per night
,,,,
Entire serviced apartment in Kuala Lumpur,"Roomy' cozy suite k8 @one bukit ceylon, pavillion","3 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.74,$23 per night
Entire rental unit in Kuala Lumpur,Bold Modernism with Simplicity Lifestyle,"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$25 per night
Entire rental unit in Kuala Lumpur,#53F>InfinityPool.LuxSuite#KLCCVIEW#1MinWalkKLCC,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.84,$34 per night
Entire rental unit in Kuala Lumpur,"#28 Swiss Garden 1R1B,BALCONY Bukit Bintang S2503A","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$26 per night
Entire condominium (condo) in Kuala Lumpur,W9 The Robertson 1B1R Bukit Bintang  KL (Balcony),"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.75,$31 per night
Entire rental unit in Kuala Lumpur,Fraser Residence KL - Studio 3,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.77,$38 per night
Entire rental unit in Kuala Lumpur,Beautiful 1BR I Staycation I KLCC I WIFI I LRT,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.72,$42 per night
Entire rental unit in Kuala Lumpur,W3 The Robertson 1R1B Bukit Bintang KL High Floor,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.92,$27 per night
Entire rental unit in Kuala Lumpur,"CozyHome #6, [Netflix], 1 Bedroom, 350m to KLCC","6 guests, 1 bedroom, 3 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.7,$17 per night
Entire condominium (condo) in Kuala Lumpur,Brand New Modern 1BR Designer Suite KL City Center,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.69,$32 per night
Entire serviced apartment in Kuala Lumpur,Ceylonz★Bukit Bintang★Changkat ★KLCC View★ Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.68,$29 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestLust@The Robertson KL KLCC View Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.83,$39 per night
Entire serviced apartment in Kuala Lumpur,"Sky Suite with Netflix, Ceylon Bukit Bintang","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$19 per night
Entire condominium (condo) in Kuala Lumpur,Roomy' business WFH (provide early check in)#2,"4 guests, Studio, 3 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.62,$23 per night
Entire rental unit in Kuala Lumpur,Studio I Wifi I Extended Stay & Staycation I WFH,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.61,$36 per night
Entire rental unit in Kuala Lumpur,Traditional Ethnic Style Studio with Infinity Pool,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.86,$23 per night
Entire condominium (condo) in Kuala Lumpur,W6 The Robertson 1B1R Bukit Bintang  KL (Balcony),"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$30 per night
Entire serviced apartment in Kuala Lumpur,#53F>InfinityPool LuxSuite#KLCCVIEW#1MinWalkKLCC,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.8,$34 per night
Entire rental unit in Federal Territory of Kuala Lumpur,"Living In A Picture Without Frame, Paint Your Life","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.9,$25 per night
Entire rental unit in Federal Territory of Kuala Lumpur,Stylish High-Rise 1-Bedroom #2 with Infinity Pool,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.88,$28 per night
,,,,
Entire serviced apartment in Kuala Lumpur,Ceylonz★Bukit Bintang★Changkat ★KLCC View★ Netflix,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning",4.68,$29 per night
Entire condominium (condo) in Kuala Lumpur,WhiteForestLust@The Robertson KL KLCC View Netflix,"4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.83,$39 per night
Entire serviced apartment in Kuala Lumpur,"Sky Suite with Netflix, Ceylon Bukit Bintang","4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",5.0,$19 per night
Entire condominium (condo) in Kuala Lumpur,Roomy' business WFH (provide early check in)#2,"4 guests, Studio, 3 beds, 1 bath, Wifi, Air conditioning, Kitchen",4.62,$23 per night
Entire rental unit in Kuala Lumpur,Studio I Wifi I Extended Stay & Staycation I WFH,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.61,$36 per night
Entire rental unit in Kuala Lumpur,Traditional Ethnic Style Studio with Infinity Pool,"4 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.86,$23 per night
Entire condominium (condo) in Kuala Lumpur,W6 The Robertson 1B1R Bukit Bintang  KL (Balcony),"4 guests, 1 bedroom, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.78,$30 per night
Entire serviced apartment in Kuala Lumpur,#53F>InfinityPool LuxSuite#KLCCVIEW#1MinWalkKLCC,"2 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.8,$34 per night
Entire rental unit in Federal Territory of Kuala Lumpur,"Living In A Picture Without Frame, Paint Your Life","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.9,$25 per night
Entire rental unit in Federal Territory of Kuala Lumpur,Stylish High-Rise 1-Bedroom #2 with Infinity Pool,"3 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.88,$28 per night
Entire rental unit in Kuala Lumpur,"Warm, Cozy, High-Rise 1-Bedroom with Infinity Pool","4 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.95,$25 per night
Entire serviced apartment in Federal Territory of Kuala Lumpur,Cozy Studio in Regalia (Next to PWTC | Mall | KTM),"4 guests, Studio, 2 beds, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.79,$25 per night
Entire rental unit in Kuala Lumpur,5 Mins walk to Bukit Bintang & KL City Centre 5N,"5 guests, 1 bedroom, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.46,$18 per night
Entire condominium (condo) in Kuala Lumpur,*Luxury Studio@Summer Suites Walk to KLCC,"2 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen",4.48,$20 per night
Entire condominium (condo) in Kuala Lumpur,Green Living [Netflix] Near KLCC & Subway,"3 guests, Studio, 1 bed, 1 bath, Wifi, Air conditioning, Kitchen, Self check-in",4.9,$33 per night
Entire rental unit in Kuala Lumpur,Dorsett.top pool view .Pavilion KLCC 1R1B #D4,"2 guests, 1 bedroom, 1 bed, 1.5 baths, Wifi, Air conditioning, Kitchen, Self check-in",4.56,$29 per night
